tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N549US,1996.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N549UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N550AA,,,GULFSTREAM AEROSPACE,GV-SP (G550)        ,,,,
N550NW,2001.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N550WN,2001.0,Fixed wing multi engine,BOEING,737-76Q,2.0,149.0,,Turbo-fan
N551AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N551AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N551NW,2001.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N551UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N551WN,2001.0,Fixed wing multi engine,BOEING,737-76Q,2.0,149.0,,Turbo-fan
N552AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N552JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N552NW,2001.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N552UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N552WN,2002.0,Fixed wing multi engine,BOEING,737-7BX,2.0,149.0,,Turbo-fan
N553AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N553AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N553NW,2001.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N553UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N554CA,,,BOMBARDIER,CL-600-2D24         ,,,,
N554JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N554NW,2001.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N554UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N555LV,2011.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N555NW,2002.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N556AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N556AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N556JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N556NW,2002.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N556UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N556WN,2011.0,Fixed wing multi engine,BOEING,737-7BD,2.0,149.0,,Turbo-fan
N557AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N557NW,2002.0,Fixed wing multi engine,BOEING,757-251,2.0,178.0,,Turbo-jet
N557UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N557WN,,,BOEING,737-790             ,,,,
N558AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N558AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N558JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N558UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N558WN,,,BOEING,737-73V             ,,,,
N558WN,,,BEECH,C-45H               ,,,,
N559AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N559JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N559UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N559WN,,,BOEING,737-73V             ,,,,
N560AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N560AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N560SW,,,EMBRAER,EMB-120ER           ,,,,
N560UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N560WN,,,BOEING,737-790             ,,,,
N561AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N561JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N561SW,,,EMBRAER,EMB-120ER           ,,,,
N561UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N561WN,,,BOEING,737-73V             ,,,,
N562AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N562JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N562UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N562WN,,,BOEING,737-790             ,,,,
N563AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N563JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N563SW,,,GULFSTREAM AEROSPACE,GVII-G500           ,,,,
N563SW,,,EMBRAER,EMB-120             ,,,,
N563UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N563WN,,,BOEING,737-752             ,,,,
N564AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N564JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N564SW,,,EMBRAER,EMB-120             ,,,,
N564WN,,,BOEING,737-73V             ,,,,
N565AS,2006.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N565JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N565WN,,,BOEING,737-76Q             ,,,,
N566AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2.0,172.0,,Turbo-fan
N566AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N566JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N566SW,,,EMBRAER,EMB-120ER           ,,,,
N566WN,,,BOEING,737-7CT             ,,,,
N567SW,,,EMBRAER,EMB-120ER           ,,,,
N567UW,2013.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N567WN,,,BOEING,737-7CT             ,,,,
N568AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N568JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N568SW,,,EMBRAER,EMB-120ER           ,,,,
N568UW,2013.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N568WN,,,BOEING,737-76N             ,,,,
N569AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N569JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N569WN,,,BOEING,737-7CT             ,,,,
N570AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N570JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N570WN,,,BOEING,737-7CT             ,,,,
N571JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N572UW,2013.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N573AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N573UW,,,AIRBUS,A321-231            ,,,,
N574AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N575UW,,,AIRBUS,A321-231            ,,,,
N576AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N576UW,,,AIRBUS,A321-231            ,,,,
N577AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N578SW,,,EMBRAER,EMB-120ER           ,,,,
N578UW,,,AIRBUS,A321-231            ,,,,
N579AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N579JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N579UW,,,AIRBUS,A321-231            ,,,,
N580JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N580UW,,,AIRBUS,A321-231            ,,,,
N581AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N581AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N581NW,,,BOEING,757-351             ,,,,
N581UW,,,AIRBUS,A321-231            ,,,,
N582CA,2008.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N582NW,,,BOEING,757-351             ,,,,
N582SW,,,JASON CARVER,REV X               ,,,,
N582SW,,,PIPER,PA-42               ,,,,
N582UW,,,AIRBUS,A321-231            ,,,,
N583AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N583AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N583JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N583NW,,,BOEING,757-351             ,,,,
N583UW,,,AIRBUS,A321-231            ,,,,
N584AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N584JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N584NW,,,BOEING,757-351             ,,,,
N584SW,,,EMBRAER,EMB-120ER           ,,,,
N584UW,,,AIRBUS,A321-231            ,,,,
N585AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N585AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N585JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N585NW,,,BOEING,757-351             ,,,,
N585SW,,,CIRRUS DESIGN,SR22T               ,,,,
N585UW,,,AIRBUS,A321-231            ,,,,
N586AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,,Turbo-fan
N586AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N586JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N586NW,,,BOEING,757-351             ,,,,
N586SW,,,EMBRAER,EMB-120ER           ,,,,
N586UW,,,AIRBUS,A321-231            ,,,,
N587AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N587JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N587NW,2002.0,Fixed wing multi engine,BOEING,757-351,2.0,275.0,,Turbo-jet
N587UW,,,AIRBUS,A321-231            ,,,,
N588AS,,,BOEING,737-890             ,,,,
N588JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N588NW,,,BOEING,757-351             ,,,,
N589AS,2007.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N589JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N589NW,,,BOEING,757-351             ,,,,
N590AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2.0,172.0,,Turbo-fan
N590AS,2008.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N590JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N590NW,2003.0,Fixed wing multi engine,BOEING,757-351,2.0,275.0,,Turbo-jet
N591JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N591NW,,,BOEING,757-351             ,,,,
N592AS,2008.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N592HA,,,JAMES RICHARD ARMSTRONG,SONEX LEGACY        ,,,,
N592JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N592NW,,,BOEING,757-351             ,,,,
N593AS,2008.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N593JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N593NW,,,BOEING,757-351             ,,,,
N594AS,2008.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N594JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N594NW,2003.0,Fixed wing multi engine,BOEING,757-351,2.0,275.0,,Turbo-jet
N595AA,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2.0,172.0,,Turbo-fan
N595JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N595NW,2003.0,Fixed wing multi engine,BOEING,757-351,2.0,275.0,,Turbo-jet
N596AS,2008.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N596NW,,,BOEING,757-351             ,,,,
N597AS,2008.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,,Turbo-fan
N597JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N598JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N599JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N601AW,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N601AW,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N601NK,,,AIRBUS,A320-232            ,,,,
N601XJ,2005.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N602AW,1996.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N602AW,1996.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N602AW,1996.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N602NK,,,AIRBUS,A320-232            ,,,,
N602SW,1995.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N602XJ,2005.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N603AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N603JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N603NK,,,AIRBUS,A320-232            ,,,,
N603SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N603SW,1995.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N604AW,2000.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N604AW,2000.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N604NK,,,AIRBUS,A320-232            ,,,,
N604SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N605JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N605NK,,,AIRBUS,A320-232            ,,,,
N606JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N606LR,2008.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N606NK,,,AIRBUS,A320-232            ,,,,
N606SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N607AS,,,BOEING,737-790             ,,,,
N607AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N607JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N607LR,2008.0,Fixed wing multi engine,BOMBARDIER,CL-600-2D24,2.0,95.0,,Turbo-fan
N607NK,,,AIRBUS,A320-232            ,,,,
N607SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N608AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N608JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N608NK,,,AIRBUS,A320-232            ,,,,
N608SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N609AS,,,BOEING,737-790             ,,,,
N609NK,,,AIRBUS,A320-232            ,,,,
N609SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N609SW,1995.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N610WN,1995.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N611AS,,,BOEING,737-790             ,,,,
N611AS,,,LOCKHEED,749-79              ,,,,
N611NK,,,AIRBUS,A320-232            ,,,,
N611SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N612AS,,,BOEING,737-790             ,,,,
N612AS,,,BELL,47G-3B-1            ,,,,
N612JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N612NK,,,AIRBUS,A320-232            ,,,,
N612QX,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N613AS,,,BOEING,737-790             ,,,,
N613JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N613NK,,,AIRBUS,A320-232            ,,,,
N613SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N614AS,,,BOEING,737-790             ,,,,
N614NK,,,AIRBUS,A320-232            ,,,,
N614QX,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2C10,2.0,80.0,,Turbo-fan
N614SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N615AS,,,BOEING,737-790             ,,,,
N615JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N615NK,,,AIRBUS,A320-232            ,,,,
N616NK,,,AIRBUS,A320-232            ,,,,
N617NK,,,AIRBUS,A320-232            ,,,,
N617QX,,,BOMBARDIER,CL-600-2C10         ,,,,
N618AS,,,BOEING,737-790             ,,,,
N618JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N618NK,,,AIRBUS,A320-232            ,,,,
N619AS,,,BOEING,737-790             ,,,,
N619NK,,,AIRBUS,A320-232            ,,,,
N620NK,,,AIRBUS,A320-232            ,,,,
N621JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N621NK,,,AIRBUS,A320-232            ,,,,
N622AS,,,BOEING,737-790             ,,,,
N622NK,,,AIRBUS,A320-232            ,,,,
N623JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N623NK,,,AIRBUS,A320-232            ,,,,
N623SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N624AE,,,EMBRAER,EMB-145LR           ,,,,
N624AG,1993.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,,Turbo-fan
N624JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N624NK,,,AIRBUS,A320-232            ,,,,
N624VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N625AS,,,BOEING,737-790             ,,,,
N625CA,,,BOMBARDIER,CL-600-2C10         ,,,,
N625CA,,,CESSNA,172M                ,,,,
N625CA,,,CESSNA,152,,,,
N625JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N625NK,,,AIRBUS,A320-232            ,,,,
N625SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N625SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N626AE,,,EMBRAER,EMB-145LR           ,,,,
N626AS,,,BOEING,737-790             ,,,,
N626NK,,,AIRBUS,A320-232            ,,,,
N626SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N626VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N627AS,,,BOEING,737-790             ,,,,
N627JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N627NK,,,AIRBUS,A320-232            ,,,,
N627SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N628NK,,,AIRBUS,A320-232            ,,,,
N628VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N629AE,,,EMBRAER,EMB-145LR           ,,,,
N629JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N629NK,,,AIRBUS,A320-232            ,,,,
N629SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N629VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N630JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N630NK,,,AIRBUS,A320-232            ,,,,
N630SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N630VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N631NK,,,AIRBUS,A320-232            ,,,,
N631SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N632JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N632NK,,,AIRBUS,A320-232            ,,,,
N632SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N632VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N633AE,,,EMBRAER,EMB-145LR           ,,,,
N633JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N633NK,,,AIRBUS,A320-232            ,,,,
N633SK,,,BOMBARDIER,CL-600-2C10         ,,,,
N633VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N634JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N634NK,,,AIRBUS,A320-232            ,,,,
N634SW,1996.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N635JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N635NK,,,AIRBUS,A320-232            ,,,,
N636JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N636NK,,,AIRBUS,A320-232            ,,,,
N637JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N637NK,,,AIRBUS,A320-232            ,,,,
N638JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N638NK,,,AIRBUS,A320-232            ,,,,
N639JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N639NK,,,AIRBUS,A320-232            ,,,,
N640JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N640NK,,,AIRBUS,A320-232            ,,,,
N641CA,,,BOMBARDIER,CL-600-2C10         ,,,,
N641CA,,,CENTRAIR,101AP               ,,,,
N641JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N641NK,,,AIRBUS,A320-232            ,,,,
N641UA,1991.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N641VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N642AW,1996.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N642AW,1996.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N642NK,,,AIRBUS,A320-232            ,,,,
N642UA,,,BOEING,767-322             ,,,,
N642VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N643JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N643NK,,,AIRBUS,A320-232            ,,,,
N643UA,,,BOEING,767-322             ,,,,
N644AS,,,BOEING,737-790             ,,,,
N644JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N644SW,1997.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N644UA,1991.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N645JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N646JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N646UA,1992.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N647AW,1997.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N647UA,1992.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N648JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N648SW,1997.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,,Turbo-fan
N648UA,1992.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N649AW,1998.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N649JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N649UA,1992.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N650AW,1998.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N651AW,1998.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N651DL,1989.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,,Turbo-fan
N651JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N651UA,1992.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N652AW,1999.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N652DL,1989.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,,Turbo-fan
N652JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
N652UA,1992.0,Fixed wing multi engine,BOEING,767-322,2.0,330.0,,Turbo-fan
N653AW,1999.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,,Turbo-fan
